2025-03-08 23:15:10,955 - RaspberryPiConnector - INFO - Using configuration from environment variables
2025-03-08 23:15:10,956 - RaspberryPiConnector - INFO - Raspberry Pi Connector initialized
2025-03-09 14:35:17,854 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:19,027 - RaspberryPiConnector - INFO - Successfully updated status with catalog
2025-03-09 14:35:19,859 - RaspberryPiConnector - INFO - Published: Temperature=60.72°C, Pressure=7.31 bar
2025-03-09 14:35:19,860 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:21,865 - RaspberryPiConnector - INFO - Published: Temperature=56.04°C, Pressure=8.03 bar
2025-03-09 14:35:21,866 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:23,872 - RaspberryPiConnector - INFO - Published: Temperature=61.73°C, Pressure=8.1 bar
2025-03-09 14:35:23,872 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:25,876 - RaspberryPiConnector - INFO - Published: Temperature=54.77°C, Pressure=5.16 bar
2025-03-09 14:35:25,880 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:27,887 - RaspberryPiConnector - INFO - Published: Temperature=58.18°C, Pressure=7.83 bar
2025-03-09 14:35:27,888 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:29,892 - RaspberryPiConnector - INFO - Published: Temperature=63.17°C, Pressure=7.17 bar
2025-03-09 14:35:29,892 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:31,896 - RaspberryPiConnector - INFO - Published: Temperature=65.07°C, Pressure=5.67 bar
2025-03-09 14:35:31,897 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:33,900 - RaspberryPiConnector - INFO - Published: Temperature=63.44°C, Pressure=7.9 bar
2025-03-09 14:35:33,901 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:35,902 - RaspberryPiConnector - INFO - Published: Temperature=67.34°C, Pressure=7.18 bar
2025-03-09 14:35:35,903 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:37,905 - RaspberryPiConnector - INFO - Published: Temperature=66.51°C, Pressure=7.16 bar
2025-03-09 14:35:37,905 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:39,907 - RaspberryPiConnector - INFO - Published: Temperature=69.76°C, Pressure=7.54 bar
2025-03-09 14:35:39,908 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:41,910 - RaspberryPiConnector - INFO - Published: Temperature=66.26°C, Pressure=6.69 bar
2025-03-09 14:35:41,911 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:43,917 - RaspberryPiConnector - INFO - Published: Temperature=60.79°C, Pressure=8.83 bar
2025-03-09 14:35:43,918 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:45,924 - RaspberryPiConnector - INFO - Published: Temperature=59.28°C, Pressure=6.92 bar
2025-03-09 14:35:45,925 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:47,931 - RaspberryPiConnector - INFO - Published: Temperature=80.86°C, Pressure=6.12 bar
2025-03-09 14:35:47,931 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:49,934 - RaspberryPiConnector - INFO - Published: Temperature=73.94°C, Pressure=8.67 bar
2025-03-09 14:35:49,935 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:51,941 - RaspberryPiConnector - INFO - Published: Temperature=46.62°C, Pressure=7.13 bar
2025-03-09 14:35:51,941 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:53,947 - RaspberryPiConnector - INFO - Published: Temperature=65.85°C, Pressure=7.85 bar
2025-03-09 14:35:53,948 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:55,951 - RaspberryPiConnector - INFO - Published: Temperature=61.46°C, Pressure=8.55 bar
2025-03-09 14:35:55,952 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:57,956 - RaspberryPiConnector - INFO - Published: Temperature=64.62°C, Pressure=6.28 bar
2025-03-09 14:35:57,956 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:35:59,959 - RaspberryPiConnector - INFO - Published: Temperature=78.74°C, Pressure=7.46 bar
2025-03-09 14:35:59,960 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:01,966 - RaspberryPiConnector - INFO - Published: Temperature=68.55°C, Pressure=6.66 bar
2025-03-09 14:36:01,966 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:03,972 - RaspberryPiConnector - INFO - Published: Temperature=68.96°C, Pressure=7.39 bar
2025-03-09 14:36:03,973 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:05,978 - RaspberryPiConnector - INFO - Published: Temperature=68.81°C, Pressure=7.91 bar
2025-03-09 14:36:05,979 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:07,985 - RaspberryPiConnector - INFO - Published: Temperature=60.2°C, Pressure=7.96 bar
2025-03-09 14:36:07,985 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:09,988 - RaspberryPiConnector - INFO - Published: Temperature=52.9°C, Pressure=6.85 bar
2025-03-09 14:36:09,989 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:11,994 - RaspberryPiConnector - INFO - Published: Temperature=62.69°C, Pressure=7.34 bar
2025-03-09 14:36:11,995 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:14,000 - RaspberryPiConnector - INFO - Published: Temperature=60.94°C, Pressure=9.38 bar
2025-03-09 14:36:14,001 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:16,007 - RaspberryPiConnector - INFO - Published: Temperature=71.58°C, Pressure=6.65 bar
2025-03-09 14:36:16,008 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:18,013 - RaspberryPiConnector - INFO - Published: Temperature=68.17°C, Pressure=7.27 bar
2025-03-09 14:36:18,013 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:19,044 - RaspberryPiConnector - INFO - Successfully updated status with catalog
2025-03-09 14:36:20,020 - RaspberryPiConnector - INFO - Published: Temperature=63.11°C, Pressure=6.85 bar
2025-03-09 14:36:20,021 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:22,025 - RaspberryPiConnector - INFO - Published: Temperature=53.85°C, Pressure=6.92 bar
2025-03-09 14:36:22,026 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:24,029 - RaspberryPiConnector - INFO - Published: Temperature=58.08°C, Pressure=9.23 bar
2025-03-09 14:36:24,030 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:26,036 - RaspberryPiConnector - INFO - Published: Temperature=72.6°C, Pressure=7.71 bar
2025-03-09 14:36:26,037 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:28,043 - RaspberryPiConnector - INFO - Published: Temperature=76.57°C, Pressure=8.27 bar
2025-03-09 14:36:28,043 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:30,048 - RaspberryPiConnector - INFO - Published: Temperature=72.96°C, Pressure=6.44 bar
2025-03-09 14:36:30,049 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:32,055 - RaspberryPiConnector - INFO - Published: Temperature=56.46°C, Pressure=8.49 bar
2025-03-09 14:36:32,055 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:34,061 - RaspberryPiConnector - INFO - Published: Temperature=64.19°C, Pressure=8.98 bar
2025-03-09 14:36:34,062 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:36,069 - RaspberryPiConnector - INFO - Published: Temperature=71.0°C, Pressure=6.89 bar
2025-03-09 14:36:36,071 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:38,076 - RaspberryPiConnector - INFO - Published: Temperature=68.38°C, Pressure=7.95 bar
2025-03-09 14:36:38,077 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:40,084 - RaspberryPiConnector - INFO - Published: Temperature=68.98°C, Pressure=7.88 bar
2025-03-09 14:36:40,086 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:42,088 - RaspberryPiConnector - INFO - Published: Temperature=62.01°C, Pressure=5.18 bar
2025-03-09 14:36:42,088 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:44,096 - RaspberryPiConnector - INFO - Published: Temperature=62.83°C, Pressure=8.7 bar
2025-03-09 14:36:44,096 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:46,099 - RaspberryPiConnector - INFO - Published: Temperature=69.47°C, Pressure=7.26 bar
2025-03-09 14:36:46,100 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:48,103 - RaspberryPiConnector - INFO - Published: Temperature=64.24°C, Pressure=8.03 bar
2025-03-09 14:36:48,105 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:50,110 - RaspberryPiConnector - INFO - Published: Temperature=71.22°C, Pressure=7.15 bar
2025-03-09 14:36:50,111 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:52,118 - RaspberryPiConnector - INFO - Published: Temperature=65.59°C, Pressure=8.11 bar
2025-03-09 14:36:52,119 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:54,120 - RaspberryPiConnector - INFO - Published: Temperature=57.33°C, Pressure=5.89 bar
2025-03-09 14:36:54,121 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:56,128 - RaspberryPiConnector - INFO - Published: Temperature=52.14°C, Pressure=8.45 bar
2025-03-09 14:36:56,129 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:36:58,134 - RaspberryPiConnector - INFO - Published: Temperature=66.72°C, Pressure=6.71 bar
2025-03-09 14:36:58,134 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:00,140 - RaspberryPiConnector - INFO - Published: Temperature=51.3°C, Pressure=8.88 bar
2025-03-09 14:37:00,141 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:02,157 - RaspberryPiConnector - INFO - Published: Temperature=61.02°C, Pressure=6.46 bar
2025-03-09 14:37:02,160 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:04,167 - RaspberryPiConnector - INFO - Published: Temperature=82.43°C, Pressure=6.92 bar
2025-03-09 14:37:04,168 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:06,174 - RaspberryPiConnector - INFO - Published: Temperature=59.87°C, Pressure=6.29 bar
2025-03-09 14:37:06,175 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:08,176 - RaspberryPiConnector - INFO - Published: Temperature=63.53°C, Pressure=6.44 bar
2025-03-09 14:37:08,177 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:10,180 - RaspberryPiConnector - INFO - Published: Temperature=69.1°C, Pressure=6.63 bar
2025-03-09 14:37:10,181 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:12,182 - RaspberryPiConnector - INFO - Published: Temperature=64.43°C, Pressure=7.71 bar
2025-03-09 14:37:12,182 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:14,188 - RaspberryPiConnector - INFO - Published: Temperature=60.03°C, Pressure=8.68 bar
2025-03-09 14:37:14,189 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:16,193 - RaspberryPiConnector - INFO - Published: Temperature=64.82°C, Pressure=7.26 bar
2025-03-09 14:37:16,194 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:18,198 - RaspberryPiConnector - INFO - Published: Temperature=60.12°C, Pressure=7.63 bar
2025-03-09 14:37:18,198 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:19,062 - RaspberryPiConnector - INFO - Successfully updated status with catalog
2025-03-09 14:37:20,204 - RaspberryPiConnector - INFO - Published: Temperature=68.78°C, Pressure=8.05 bar
2025-03-09 14:37:20,205 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:22,211 - RaspberryPiConnector - INFO - Published: Temperature=67.99°C, Pressure=7.51 bar
2025-03-09 14:37:22,211 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:24,217 - RaspberryPiConnector - INFO - Published: Temperature=60.38°C, Pressure=7.91 bar
2025-03-09 14:37:24,218 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:26,220 - RaspberryPiConnector - INFO - Published: Temperature=66.71°C, Pressure=6.42 bar
2025-03-09 14:37:26,222 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:28,228 - RaspberryPiConnector - INFO - Published: Temperature=65.58°C, Pressure=7.82 bar
2025-03-09 14:37:28,228 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:30,234 - RaspberryPiConnector - INFO - Published: Temperature=61.92°C, Pressure=5.74 bar
2025-03-09 14:37:30,235 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:32,236 - RaspberryPiConnector - INFO - Published: Temperature=62.0°C, Pressure=6.26 bar
2025-03-09 14:37:32,236 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:34,242 - RaspberryPiConnector - INFO - Published: Temperature=70.5°C, Pressure=6.96 bar
2025-03-09 14:37:34,244 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:36,250 - RaspberryPiConnector - INFO - Published: Temperature=60.75°C, Pressure=7.44 bar
2025-03-09 14:37:36,250 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:38,255 - RaspberryPiConnector - INFO - Published: Temperature=65.29°C, Pressure=7.24 bar
2025-03-09 14:37:38,256 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:40,262 - RaspberryPiConnector - INFO - Published: Temperature=66.78°C, Pressure=5.38 bar
2025-03-09 14:37:40,263 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:42,267 - RaspberryPiConnector - INFO - Published: Temperature=61.61°C, Pressure=7.24 bar
2025-03-09 14:37:42,268 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:44,273 - RaspberryPiConnector - INFO - Published: Temperature=59.24°C, Pressure=7.83 bar
2025-03-09 14:37:44,274 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:46,280 - RaspberryPiConnector - INFO - Published: Temperature=59.04°C, Pressure=6.27 bar
2025-03-09 14:37:46,281 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:48,284 - RaspberryPiConnector - INFO - Published: Temperature=72.8°C, Pressure=8.15 bar
2025-03-09 14:37:48,285 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:50,291 - RaspberryPiConnector - INFO - Published: Temperature=71.61°C, Pressure=9.68 bar
2025-03-09 14:37:50,293 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:52,300 - RaspberryPiConnector - INFO - Published: Temperature=60.96°C, Pressure=7.9 bar
2025-03-09 14:37:52,302 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:54,307 - RaspberryPiConnector - INFO - Published: Temperature=64.07°C, Pressure=7.14 bar
2025-03-09 14:37:54,307 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:56,310 - RaspberryPiConnector - INFO - Published: Temperature=63.86°C, Pressure=9.08 bar
2025-03-09 14:37:56,311 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:37:58,317 - RaspberryPiConnector - INFO - Published: Temperature=62.85°C, Pressure=5.81 bar
2025-03-09 14:37:58,318 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:00,324 - RaspberryPiConnector - INFO - Published: Temperature=69.6°C, Pressure=7.56 bar
2025-03-09 14:38:00,326 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:02,332 - RaspberryPiConnector - INFO - Published: Temperature=58.65°C, Pressure=7.54 bar
2025-03-09 14:38:02,333 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:04,338 - RaspberryPiConnector - INFO - Published: Temperature=61.66°C, Pressure=8.37 bar
2025-03-09 14:38:04,338 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:06,343 - RaspberryPiConnector - INFO - Published: Temperature=62.94°C, Pressure=8.94 bar
2025-03-09 14:38:06,344 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:08,348 - RaspberryPiConnector - INFO - Published: Temperature=64.54°C, Pressure=7.51 bar
2025-03-09 14:38:08,348 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:10,350 - RaspberryPiConnector - INFO - Published: Temperature=71.65°C, Pressure=7.46 bar
2025-03-09 14:38:10,352 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:12,353 - RaspberryPiConnector - INFO - Published: Temperature=59.46°C, Pressure=6.7 bar
2025-03-09 14:38:12,353 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:14,360 - RaspberryPiConnector - INFO - Published: Temperature=65.46°C, Pressure=6.27 bar
2025-03-09 14:38:14,361 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:16,367 - RaspberryPiConnector - INFO - Published: Temperature=84.71°C, Pressure=6.71 bar
2025-03-09 14:38:16,367 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:18,373 - RaspberryPiConnector - INFO - Published: Temperature=67.56°C, Pressure=8.84 bar
2025-03-09 14:38:18,375 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:19,080 - RaspberryPiConnector - INFO - Successfully updated status with catalog
2025-03-09 14:38:20,377 - RaspberryPiConnector - INFO - Published: Temperature=64.58°C, Pressure=8.37 bar
2025-03-09 14:38:20,378 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:22,384 - RaspberryPiConnector - INFO - Published: Temperature=64.69°C, Pressure=7.74 bar
2025-03-09 14:38:22,385 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:24,388 - RaspberryPiConnector - INFO - Published: Temperature=60.25°C, Pressure=7.31 bar
2025-03-09 14:38:24,389 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:26,393 - RaspberryPiConnector - INFO - Published: Temperature=72.08°C, Pressure=7.33 bar
2025-03-09 14:38:26,394 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:28,399 - RaspberryPiConnector - INFO - Published: Temperature=67.85°C, Pressure=7.76 bar
2025-03-09 14:38:28,401 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:30,407 - RaspberryPiConnector - INFO - Published: Temperature=58.6°C, Pressure=8.25 bar
2025-03-09 14:38:30,407 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:32,413 - RaspberryPiConnector - INFO - Published: Temperature=70.04°C, Pressure=8.04 bar
2025-03-09 14:38:32,414 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:34,420 - RaspberryPiConnector - INFO - Published: Temperature=77.11°C, Pressure=9.22 bar
2025-03-09 14:38:34,421 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:36,427 - RaspberryPiConnector - INFO - Published: Temperature=66.84°C, Pressure=7.21 bar
2025-03-09 14:38:36,427 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:38,434 - RaspberryPiConnector - INFO - Published: Temperature=63.75°C, Pressure=7.1 bar
2025-03-09 14:38:38,434 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:40,441 - RaspberryPiConnector - INFO - Published: Temperature=64.99°C, Pressure=7.64 bar
2025-03-09 14:38:40,442 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:42,444 - RaspberryPiConnector - INFO - Published: Temperature=57.64°C, Pressure=7.06 bar
2025-03-09 14:38:42,445 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:44,450 - RaspberryPiConnector - INFO - Published: Temperature=65.67°C, Pressure=5.84 bar
2025-03-09 14:38:44,451 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:46,457 - RaspberryPiConnector - INFO - Published: Temperature=64.25°C, Pressure=6.11 bar
2025-03-09 14:38:46,458 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:48,460 - RaspberryPiConnector - INFO - Published: Temperature=66.71°C, Pressure=6.93 bar
2025-03-09 14:38:48,461 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:50,466 - RaspberryPiConnector - INFO - Published: Temperature=73.33°C, Pressure=8.58 bar
2025-03-09 14:38:50,467 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:52,473 - RaspberryPiConnector - INFO - Published: Temperature=64.31°C, Pressure=5.9 bar
2025-03-09 14:38:52,473 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:54,479 - RaspberryPiConnector - INFO - Published: Temperature=65.89°C, Pressure=7.35 bar
2025-03-09 14:38:54,479 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:56,485 - RaspberryPiConnector - INFO - Published: Temperature=67.54°C, Pressure=6.07 bar
2025-03-09 14:38:56,486 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:38:58,493 - RaspberryPiConnector - INFO - Published: Temperature=63.73°C, Pressure=7.1 bar
2025-03-09 14:38:58,494 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:00,500 - RaspberryPiConnector - INFO - Published: Temperature=65.58°C, Pressure=8.32 bar
2025-03-09 14:39:00,501 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:02,507 - RaspberryPiConnector - INFO - Published: Temperature=56.05°C, Pressure=8.34 bar
2025-03-09 14:39:02,507 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:04,510 - RaspberryPiConnector - INFO - Published: Temperature=64.27°C, Pressure=7.66 bar
2025-03-09 14:39:04,511 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:06,512 - RaspberryPiConnector - INFO - Published: Temperature=59.53°C, Pressure=6.95 bar
2025-03-09 14:39:06,513 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:08,520 - RaspberryPiConnector - INFO - Published: Temperature=85.91°C, Pressure=6.25 bar
2025-03-09 14:39:08,521 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:10,523 - RaspberryPiConnector - INFO - Published: Temperature=66.65°C, Pressure=8.23 bar
2025-03-09 14:39:10,524 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:12,527 - RaspberryPiConnector - INFO - Published: Temperature=64.24°C, Pressure=6.44 bar
2025-03-09 14:39:12,528 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:14,533 - RaspberryPiConnector - INFO - Published: Temperature=66.22°C, Pressure=7.21 bar
2025-03-09 14:39:14,534 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:16,540 - RaspberryPiConnector - INFO - Published: Temperature=68.5°C, Pressure=6.34 bar
2025-03-09 14:39:16,541 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:18,547 - RaspberryPiConnector - INFO - Published: Temperature=69.19°C, Pressure=6.1 bar
2025-03-09 14:39:18,548 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:19,106 - RaspberryPiConnector - INFO - Successfully updated status with catalog
2025-03-09 14:39:20,554 - RaspberryPiConnector - INFO - Published: Temperature=62.88°C, Pressure=5.48 bar
2025-03-09 14:39:20,556 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:22,562 - RaspberryPiConnector - INFO - Published: Temperature=68.57°C, Pressure=6.76 bar
2025-03-09 14:39:22,562 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:24,568 - RaspberryPiConnector - INFO - Published: Temperature=64.16°C, Pressure=8.99 bar
2025-03-09 14:39:24,569 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:26,575 - RaspberryPiConnector - INFO - Published: Temperature=64.97°C, Pressure=6.45 bar
2025-03-09 14:39:26,575 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:28,582 - RaspberryPiConnector - INFO - Published: Temperature=60.84°C, Pressure=6.61 bar
2025-03-09 14:39:28,583 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:30,588 - RaspberryPiConnector - INFO - Published: Temperature=60.93°C, Pressure=8.36 bar
2025-03-09 14:39:30,589 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:32,595 - RaspberryPiConnector - INFO - Published: Temperature=68.97°C, Pressure=8.71 bar
2025-03-09 14:39:32,595 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:34,596 - RaspberryPiConnector - INFO - Published: Temperature=69.26°C, Pressure=7.25 bar
2025-03-09 14:39:34,597 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:36,600 - RaspberryPiConnector - INFO - Published: Temperature=67.6°C, Pressure=8.27 bar
2025-03-09 14:39:36,601 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:38,606 - RaspberryPiConnector - INFO - Published: Temperature=53.6°C, Pressure=7.92 bar
2025-03-09 14:39:38,607 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:40,614 - RaspberryPiConnector - INFO - Published: Temperature=67.61°C, Pressure=7.61 bar
2025-03-09 14:39:40,616 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:42,622 - RaspberryPiConnector - INFO - Published: Temperature=77.48°C, Pressure=7.39 bar
2025-03-09 14:39:42,622 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:44,628 - RaspberryPiConnector - INFO - Published: Temperature=65.76°C, Pressure=7.79 bar
2025-03-09 14:39:44,629 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:46,635 - RaspberryPiConnector - INFO - Published: Temperature=69.01°C, Pressure=7.61 bar
2025-03-09 14:39:46,636 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:48,642 - RaspberryPiConnector - INFO - Published: Temperature=67.7°C, Pressure=8.05 bar
2025-03-09 14:39:48,644 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:50,649 - RaspberryPiConnector - INFO - Published: Temperature=59.7°C, Pressure=8.4 bar
2025-03-09 14:39:50,650 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:52,656 - RaspberryPiConnector - INFO - Published: Temperature=59.87°C, Pressure=7.73 bar
2025-03-09 14:39:52,656 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:54,659 - RaspberryPiConnector - INFO - Published: Temperature=67.71°C, Pressure=5.57 bar
2025-03-09 14:39:54,660 - RaspberryPiConnector - INFO - Published actuator status: closed
2025-03-09 14:39:56,666 - RaspberryPiConnector - INFO - Published: Temperature=69.13°C, Pressure=10.07 bar
2025-03-09 14:39:56,667 - RaspberryPiConnector - INFO - Published actuator status: closed
